entrez_gene_id	gene_symbol	association_score	breast cancer	carcinoid	cervical cancer	colorectal cancer	endometrial cancer	glioma	head and neck cancer	liver cancer	lung cancer	lymphoma	melanoma	ovarian cancer	pancreatic cancer	prostate cancer	renal cancer	skin cancer	stomach cancer	testis cancer	thyroid cancer	urothelial cancer	adrenal gland_glandular cells	appendix_glandular cells	appendix_lymphoid tissue	bone marrow_hematopoietic cells	breast_adipocytes	breast_glandular cells	breast_myoepithelial cells	bronchus_respiratory epithelial cells	cerebellum_cells in granular layer	cerebellum_cells in molecular layer	cerebellum_Purkinje cells	cerebral cortex_endothelial cells	cerebral cortex_glial cells	cerebral cortex_neuronal cells	cerebral cortex_neuropil	"cervix, uterine_glandular cells"	"cervix, uterine_squamous epithelial cells"	colon_endothelial cells	colon_glandular cells	colon_peripheral nerve/ganglion	duodenum_glandular cells	epididymis_glandular cells	esophagus_squamous epithelial cells	fallopian tube_glandular cells	gallbladder_glandular cells	heart muscle_myocytes	hippocampus_glial cells	hippocampus_neuronal cells	kidney_cells in glomeruli	kidney_cells in tubules	lateral ventricle_glial cells	lateral ventricle_neuronal cells	liver_bile duct cells	liver_hepatocytes	lung_macrophages	lung_pneumocytes	lymph node_germinal center cells	lymph node_non-germinal center cells	nasopharynx_respiratory epithelial cells	oral mucosa_squamous epithelial cells	ovary_ovarian stroma cells	pancreas_exocrine glandular cells	pancreas_islets of Langerhans	parathyroid gland_glandular cells	placenta_decidual cells	placenta_trophoblastic cells	prostate_glandular cells	rectum_glandular cells	salivary gland_glandular cells	seminal vesicle_glandular cells	skeletal muscle_myocytes	skin 1_fibroblasts	skin 1_keratinocytes	skin 1_Langerhans	skin 1_melanocytes	skin 2_epidermal cells	small intestine_glandular cells	smooth muscle_smooth muscle cells	soft tissue 1_adipocytes	soft tissue 1_fibroblasts	soft tissue 1_peripheral nerve	soft tissue 2_adipocytes	soft tissue 2_fibroblasts	soft tissue 2_peripheral nerve	spleen_cells in red pulp	spleen_cells in white pulp	stomach 1_glandular cells	stomach 2_glandular cells	testis_cells in seminiferous ducts	testis_Leydig cells	thyroid gland_glandular cells	tonsil_germinal center cells	tonsil_non-germinal center cells	tonsil_squamous epithelial cells	urinary bladder_urothelial cells	uterus 1_cells in endometrial stroma	uterus 1_glandular cells	uterus 2_cells in endometrial stroma	uterus 2_glandular cells	vagina_squamous epithelial cells	ovary_follicle cells	soft tissue 1_chondrocytes	soft tissue 2_chondrocytes
1392	CRH	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Low	High	Medium	Low	Medium	Not detected	Medium	Medium	High	High	Medium	High	Medium	Medium	High	High	Medium	Not detected	Medium	Medium	High	Medium	High	Low	Medium	High	High	Low	High	Low	Medium	Not detected	High	Medium	High	Medium	Medium	Not detected	Not detected	High	Not detected	Low	Low	Medium	High	Medium	High	High	Medium	High	High	Medium	High	Medium	Medium	Medium	Medium	High	Low	Medium	High	Medium	Medium	Medium	Medium	Not detected	Not detected	Medium	Medium	High	Medium	High	Low	Low	Medium	Medium	Low	Medium	Low	Medium	Not detected	NA	NA	NA
1398	CRK	0.018758862	Not detected	Low	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Medium	Medium	Low	Low	Low	Medium	Low	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Not detected	High	Not detected	Medium	Not detected	Medium	Low	Not detected	Not detected	Not detected	High	Not detected	Not detected	Medium	High	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	Medium	Low	NA	NA	Low	Low	Low	High	Not detected	Medium	Not detected	Medium	Medium	Not detected	Medium	High	Not detected	Not detected	Not detected	NA	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	NA	NA	NA
1400	CRMP1	0.018758862	Low	High	Low	High	Low	Medium	Low	Medium	Low	Medium	Low	Medium	Medium	Low	Medium	Low	Medium	Low	Low	Low	Medium	Medium	Not detected	Low	Low	Low	Not detected	Medium	Medium	Medium	Medium	Medium	Low	Medium	High	Low	Not detected	Low	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Low	Medium	Not detected	Not detected	Not detected	Medium	Low	Medium	Low	Low	Low	Medium	Medium	Medium	NA	Not detected	Low	Medium	Medium	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Medium	Medium	Low	Not detected	Medium	Low	Not detected	Medium	Medium	Low	Low	Low	Not detected	Medium	Not detected	Medium	Low	Low	Low	Medium	Not detected	Low	Not detected	NA
1401	CRP	0.018758862	Not detected	Low	Not detected	Low	Low	Not detected	Low	High	High	Medium	High	Low	High	Not detected	High	Medium	Medium	High	Low	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	NA
1410	CRYAB	0.018758862	Medium	Not detected	Not detected	Not detected	Medium	Low	Low	Not detected	Not detected	Not detected	Low	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	High	Medium	Medium	Not detected	Low	Not detected	Not detected	High	Not detected	Medium	Not detected	Not detected	Not detected	High	Medium	Not detected	Low	Medium	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	Medium	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Medium
1413	CRYBA4	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1418	CRYGA	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1435	CSF1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1437	CSF2	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1438	CSF2RA	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1447	CSN2	0.018758862	Low	Low	Low	Medium	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	Low	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Low	NA	Low	Medium	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Not detected	NA	Low	Not detected	Low	NA	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	NA	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	NA
1454	CSNK1E	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1459	CSNK2A2	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1468	SLC25A10	0.018758862	High	High	High	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	High	High	High	High	Medium	High	Medium	High	High	High	High	Medium	Medium	High	Medium	High	High	Medium	High	Medium	High	High	High	High	High	High	High	High	Medium	High	Medium	High	Medium	Medium	High	Medium	High	High	High	High	Medium	High	High	High	Medium	High	High	High	High	High	Low	Low	Medium	Medium	Medium	High	High	Medium	Medium	Medium	Medium	Medium	Low	Low	High	High	High	High	High	High	High	High	High	High	High	Medium	High	High	High	High	High	NA	NA
1469	CST1	0.018758862	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Medium	Low	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected
1489	CTF1	0.018758862	Medium	Medium	Medium	Medium	Medium	Low	Low	Medium	Low	Low	Low	Medium	Low	Low	Medium	Not detected	Low	Medium	Low	Low	High	Low	Medium	Medium	Not detected	Medium	Low	High	Low	Medium	Medium	Low	Medium	Low	High	Low	Medium	Not detected	Low	Low	Low	Medium	Low	Medium	Low	Medium	Low	Low	Not detected	Medium	Low	Low	Low	Medium	Medium	Not detected	Medium	Low	Medium	Not detected	Low	Low	Medium	Medium	NA	Medium	Medium	Not detected	Medium	Low	Medium	Low	Medium	NA	Low	Low	Low	Medium	Low	Low	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Medium	Low	Low	Low	Low	Medium	Medium	Medium	Medium	Low	NA	NA	NA
1491	CTH	0.018758862	Not detected	Not detected	Not detected	Low	Low	Low	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Low	Not detected	Low	Medium	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	High	Not detected	Not detected	Low	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Low	Low	Medium	Not detected	Low	Not detected	Not detected	Not detected	Low	Not detected	High	Not detected	NA	NA	NA
1511	CTSG	0.018758862	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected
1514	CTSL	0.018758862	Not detected	Not detected	Medium	Not detected	Low	Not detected	Not detected	Medium	Not detected	Not detected	Low	Medium	Low	Medium	Medium	Medium	Not detected	Not detected	Medium	Low	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Medium	Not detected	High	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Low	Low	Low	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA
1522	CTSZ	0.018758862	Medium	Low	Medium	High	Low	Low	High	High	Medium	Medium	High	High	Medium	Medium	Low	Low	Medium	Not detected	High	Low	High	High	Medium	Medium	Not detected	Not detected	High	High	Not detected	Low	Not detected	Not detected	Not detected	Low	Medium	Medium	Not detected	Medium	High	High	High	Low	Not detected	Medium	Medium	High	Not detected	Not detected	Not detected	High	Low	Medium	Medium	High	High	Not detected	Medium	High	NA	Low	Not detected	Medium	High	High	NA	Not detected	Medium	High	Low	Medium	Low	Not detected	Low	Low	Not detected	Low	High	Low	Not detected	Not detected	NA	Not detected	Not detected	Not detected	Medium	High	Medium	Medium	Medium	Low	High	Low	Medium	Low	Medium	Low	High	Low	High	Medium	Low	NA	NA
1534	CYB561	0.018758862	Low	Medium	Medium	Low	Low	Low	Low	Low	Low	Low	Low	Medium	Low	Medium	Not detected	Not detected	Low	Not detected	Low	Low	Medium	Medium	Not detected	Medium	Not detected	Low	Low	Low	Not detected	Not detected	Low	Medium	Not detected	Low	Not detected	Medium	Not detected	Medium	Medium	Medium	Medium	Medium	Low	Low	Not detected	Low	Low	Medium	Not detected	Not detected	Low	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Low	Medium	Not detected	Not detected	Medium	Medium	Medium	Not detected	Not detected	Medium	Medium	Medium	Medium	Low	Medium	Low	Low	Medium	Low	Medium	Low	Not detected	Low	Not detected	Not detected	Low	Not detected	Low	Not detected	Medium	Low	Low	Medium	Low	Low	Low	Low	Not detected	Not detected	Low	Low	Medium	Low	NA	NA	NA
1543	CYP1A1	0.018758862	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Not detected	Low	Low	High	Not detected	Not detected	Medium	Not detected	Not detected	Low	Low	Not detected	Low	Low	Medium	Medium	Medium	Medium	Low	Low	High	Low	Low	Low	Low	High	Not detected	Not detected	Low	Medium	Medium	Not detected	Low	Low	High	Medium	Not detected	Low	Medium	Medium	Medium	Medium	Low	Medium	Low	Medium	Not detected	Low	Low	Low	Low	Low	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	Low	Low	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	High	Not detected	Low	Not detected	High	NA	NA
1645	AKR1C1	0.018758862	Not detected	Low	Medium	Low	Medium	Not detected	Low	Medium	Medium	Not detected	Not detected	Medium	Medium	Low	Low	Low	Medium	Not detected	High	High	Low	Not detected	Not detected	Medium	Low	NA	NA	High	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	Low	Low	Medium	Not detected	Low	Medium	NA	Low	Low	Medium	Not detected	High	Not detected	Low	Medium	High	Low	Low	Not detected	Not detected	Medium	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Low	Not detected	Medium	Medium	Low	Not detected	Not detected	Not detected	High	Not detected	Low	Low	NA	Medium	Medium	NA	Not detected	Not detected	High	High	Low	High	Not detected	Low	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	NA	NA	NA	Medium
1674	DES	0.018758862	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	NA	NA
1719	DHFR	0.018758862	Medium	Low	Medium	Medium	Medium	Low	Medium	Medium	Medium	Not detected	Medium	Medium	Low	Medium	Medium	Medium	Low	Not detected	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Not detected	Medium	Medium	Medium	Medium	Not detected	Not detected	Low	Low	Medium	Low	Low	Medium	Low	High	High	Low	High	Medium	Medium	Not detected	Low	Low	Medium	Not detected	Low	Not detected	Low	High	Low	Medium	Medium	High	Low	Not detected	High	Low	Low	High	High	High	Medium	High	High	Medium	Not detected	Low	Not detected	Medium	Medium	High	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Medium	High	Medium	Medium	Medium	Medium	Medium	Medium	Medium	Not detected	Medium	Low	Medium	Medium	Low	NA	Not detected
1746	DLX2	0.018758862	Medium	Not detected	Low	Medium	Low	Not detected	Not detected	Low	Low	Not detected	Low	Low	Medium	Medium	Medium	Low	Low	Medium	Low	Low	High	High	Low	NA	High	Medium	High	High	Low	Not detected	Medium	Medium	Medium	High	Not detected	Medium	NA	High	High	Medium	High	Medium	High	Medium	NA	Medium	Low	Medium	High	Medium	Low	Medium	Medium	Medium	Medium	Medium	Not detected	Low	High	NA	Not detected	High	Medium	Medium	NA	High	Medium	High	Medium	Medium	Medium	Medium	High	Medium	High	High	High	Medium	High	Medium	Medium	Medium	Medium	Medium	Not detected	Not detected	High	Medium	Medium	High	High	Not detected	Low	Medium	Medium	Not detected	Medium	Not detected	Medium	Medium	Not detected	NA	NA
1756	DMD	0.018758862	Low	Not detected	Not detected	Not detected	Low	Not detected	Low	Medium	Not detected	Low	Low	Low	Not detected	Low	Not detected	Not detected	Not detected	Low	Low	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected
1794	DOCK2	0.018758862	Not detected	Not detected	High	Not detected	Low	Not detected	High	Not detected	Medium	Medium	Low	Low	Medium	Low	Not detected	High	Low	Not detected	Not detected	Medium	Low	Not detected	High	High	Not detected	Not detected	Not detected	NA	Not detected	Not detected	Not detected	NA	NA	NA	NA	Not detected	NA	Not detected	Not detected	Not detected	Not detected	Medium	High	Not detected	Not detected	Low	NA	NA	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Low	Medium	High	NA	High	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Medium	Not detected	NA	Medium	Low	Medium	High	Medium	Low	High	Low	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Not detected	Medium	Medium	Not detected	Not detected	Not detected	Low	Not detected	High	High	High	Not detected	Not detected	Not detected	Not detected	Not detected	High	Not detected	NA	Not detected
1801	DPH1	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1802	DPH2	0.018758862	Low	Medium	Not detected	Medium	Medium	Low	Not detected	Low	Medium	Not detected	High	Not detected	Not detected	Not detected	Not detected	High	Not detected	Not detected	Low	Medium	Medium	Low	Not detected	High	Not detected	Medium	Medium	High	Not detected	Not detected	Medium	Not detected	Medium	Not detected	Medium	Low	NA	Low	Medium	Not detected	Not detected	Not detected	Medium	Not detected	Medium	Not detected	Not detected	Not detected	Not detected	Medium	Not detected	Not detected	Not detected	Low	Not detected	Medium	Not detected	Medium	High	Low	Not detected	Not detected	Not detected	NA	NA	Not detected	Low	Low	Medium	High	Not detected	Not detected	Medium	Not detected	Not detected	High	Medium	Not detected	Medium	Not detected	NA	Medium	Not detected	Not detected	Low	Low	Medium	Medium	Medium	High	Low	Low	Low	Low	Medium	Low	Medium	Not detected	Not detected	Medium	NA	NA	NA
1808	DPYSL2	0.018758862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
