entrezgene_id,symbol,pathway,GO_ID
168667,BMPER,MAPK,GO:0000165
55294,FBXW7,MAPK,GO:0000165
4838,NODAL,MAPK,GO:0000165
25865,PRKD2,MAPK,GO:0000165
64762,GAREM,MAPK,GO:0000165
26291,FGF21,MAPK,GO:0000165
9290,GPR55,MAPK,GO:0000165
101,ADAM8,MAPK,GO:0000165
1840,DTX1,NOTCH,GO:0007219
63917,GALNT11,NOTCH,GO:0007219
9270,ITGB1BP1,NOTCH,GO:0007219
7471,WNT1,NOTCH,GO:0007219
6774,STAT3,NOTCH,GO:0007219
22848,AAK1,NOTCH,GO:0007219
55897,MESP1,NOTCH,GO:0007219
8626,TP63,NOTCH,GO:0007219
64127,NOD2,NOTCH,GO:0007219
4851,NOTCH1,NOTCH,GO:0007219
3516,RBPJ,NOTCH,GO:0007219
4855,NOTCH4,NOTCH,GO:0007219
9148,NEURL,NOTCH,GO:0007219
2624,GATA2,NOTCH,GO:0007219
4100,MAGEA1,NOTCH,GO:0007219
441478,NRARP,NOTCH,GO:0007219
55294,FBXW7,NOTCH,GO:0007219
84934,RITA,NOTCH,GO:0007219
58495,OVOL2,NOTCH,GO:0007219
79094,CHAC1,NOTCH,GO:0007219
55662,HIF1AN,NOTCH,GO:0007219
51162,EGFL7,NOTCH,GO:0007219
55384,MEG3,NOTCH,GO:0007219
23462,HEY1,NOTCH,GO:0007219
28514,DLL1,NOTCH,GO:0007219
102,ADAM10,NOTCH,GO:0007219
8841,HDAC3,NOTCH,GO:0007219
6591,SNAI2,NOTCH,GO:0007219
2307,FOXS1,NOTCH,GO:0007219
2762,GMDS,NOTCH,GO:0007219
6907,TBL1X,NOTCH,GO:0007219
9611,NCOR1,NOTCH,GO:0007219
4609,MYC,NOTCH,GO:0007219
2208,FCER2,NOTCH,GO:0007219
5045,FURIN,NOTCH,GO:0007219
7314,UBB,NOTCH,GO:0007219
7316,UBC,NOTCH,GO:0007219
3002,GZMB,NOTCH,GO:0007219
650,BMP2,NOTCH,GO:0007219
2683,B4GALT1,NOTCH,GO:0007219
1385,CREB1,NOTCH,GO:0007219
10305,MDK,NOTCH,GO:0007219
892,CCNC,NOTCH,GO:0007219
3232,HOXD3,NOTCH,GO:0007219
409,ARRB2,NOTCH,GO:0007219
1024,CDK8,NOTCH,GO:0007219
408,ARRB1,NOTCH,GO:0007219
8650,NUMB,NOTCH,GO:0007219
5664,PSEN2,NOTCH,GO:0007219
429,ASCL1,NOTCH,GO:0007219
9978,RBX1,NOTCH,GO:0007219
6500,SKP1,NOTCH,GO:0007219
182,JAG1,NOTCH,GO:0007219
8788,DLK1,NOTCH,GO:0007219
4853,NOTCH2,NOTCH,GO:0007219
7088,TLE1,NOTCH,GO:0007219
7089,TLE2,NOTCH,GO:0007219
7090,TLE3,NOTCH,GO:0007219
7091,TLE4,NOTCH,GO:0007219
2033,EP300,NOTCH,GO:0007219
1272,CNTN1,NOTCH,GO:0007219
2296,FOXC1,NOTCH,GO:0007219
3065,HDAC1,NOTCH,GO:0007219
22938,SNW1,NOTCH,GO:0007219
8454,CUL1,NOTCH,GO:0007219
8209,HES1,NOTCH,GO:0007219
3091,HIF1A,NOTCH,GO:0007219
23090,ZNF423,NOTCH,GO:0007219
388585,HES5,NOTCH,GO:0007219
57534,MIB1,NOTCH,GO:0007219
84441,MAML2,NOTCH,GO:0007219
56983,POGLUT1,NOTCH,GO:0007219
27327,TNRC6A,NOTCH,GO:0007219
3955,LFNG,NOTCH,GO:0007219
92737,DNER,NOTCH,GO:0007219
51564,HDAC7,NOTCH,GO:0007219
83464,APH1B,NOTCH,GO:0007219
23385,NCSTN,NOTCH,GO:0007219
9794,MAML1,NOTCH,GO:0007219
1387,CREBBP,NOTCH,GO:0007219
8850,KAT2B,NOTCH,GO:0007219
83933,HDAC10,NOTCH,GO:0007219
51107,APH1A,NOTCH,GO:0007219
83737,ITCH,NOTCH,GO:0007219
55534,MAML3,NOTCH,GO:0007219
2303,FOXC2,NOTCH,GO:0007219
79718,TBL1XR1,NOTCH,GO:0007219
23509,POFUT1,NOTCH,GO:0007219
192669,AGO3,NOTCH,GO:0007219
4343,MOV10,NOTCH,GO:0007219
57690,TNRC6C,NOTCH,GO:0007219
192670,AGO4,NOTCH,GO:0007219
26508,HEYL,NOTCH,GO:0007219
54567,DLL4,NOTCH,GO:0007219
55851,PSENEN,NOTCH,GO:0007219
23493,HEY2,NOTCH,GO:0007219
9734,HDAC9,NOTCH,GO:0007219
27161,AGO2,NOTCH,GO:0007219
26523,AGO1,NOTCH,GO:0007219
23112,TNRC6B,NOTCH,GO:0007219
10014,HDAC5,NOTCH,GO:0007219
3714,JAG2,NOTCH,GO:0007219
9612,NCOR2,NOTCH,GO:0007219
6615,SNAI1,NOTCH,GO:0007219
957,ENTPD5,PI3K,GO:0016303
205428,C3orf58,PI3K,GO:0016303
9368,SLC9A3R1,PI3K,GO:0016303
10617,STAMBP,PI3K,GO:0016303
7249,TSC2,PI3K,GO:0016303
5728,PTEN,PI3K,GO:0016303
7291,TWIST1,PI3K,GO:0016303
153090,DAB2IP,PI3K,GO:0016303
113791,PIK3IP1,PI3K,GO:0016303
10456,HAX1,PI3K,GO:0016303
5364,PLXNB1,PI3K,GO:0016303
3717,JAK2,PI3K,GO:0016303
189,AGT,PI3K,GO:0016303
5155,PDGFB,PI3K,GO:0016303
2688,GH1,PI3K,GO:0016303
3630,INS,PI3K,GO:0016303
5154,PDGFA,PI3K,GO:0016303
3479,IGF1,PI3K,GO:0016303
5159,PDGFRB,PI3K,GO:0016303
2268,FGR,PI3K,GO:0016303
1440,CSF3,PI3K,GO:0016303
3815,KIT,PI3K,GO:0016303
2260,FGFR1,PI3K,GO:0016303
6352,CCL5,PI3K,GO:0016303
6654,HGF,PI3K,GO:0016303
3059,HCLS1,PI3K,GO:0016303
6414,SELP,PI3K,GO:0016303
5156,PDGFRA,PI3K,GO:0016303
2321,FLT1,PI3K,GO:0016303
2065,ERBB3,PI3K,GO:0016303
867,CBL,PI3K,GO:0016303
2149,F2R,PI3K,GO:0016303
5777,PTPN6,PI3K,GO:0016303
3791,KDR,PI3K,GO:0016303
2322,FLT3,PI3K,GO:0016303
4734,NEDD4,PI3K,GO:0016303
6662,SOX9,PI3K,GO:0016303
2150,F2RL1,PI3K,GO:0016303
7042,TGFB2,PI3K,GO:0016303
7010,TEK,PI3K,GO:0016303
5747,PTK2,PI3K,GO:0016303
4915,NTRK2,PI3K,GO:0016303
118788,PIK3AP1,PI3K,GO:0016303
219699,UNC5B,PI3K,GO:0016303
10507,SEMA4D,PI3K,GO:0016303
4824,NKX3-1,PI3K,GO:0016303
10870,HCST,PI3K,GO:0016303
51384,WNT16,PI3K,GO:0016303
22883,PIK3CD,PI3K,GO:0016303
2064,ERBB2,PI3K,GO:0016303
1906,EDN1,PI3K,GO:0016303
3480,IGF1R,PI3K,GO:0016303
4763,NF1,PI3K,GO:0016303
2625,GATA3,PI3K,GO:0016303
5295,PIK3R1,PI3K,GO:0016303
3356,HTR2A,PI3K,GO:0016303
4058,LTK,PI3K,GO:0016303
3667,IRS1,PI3K,GO:0016303
3357,HTR2B,PI3K,GO:0016303
5291,PIK3CB,PI3K,GO:0016303
5294,PIK3CG,PI3K,GO:0016303
7301,TYRO3,PI3K,GO:0016303
708,C1QBP,PI3K,GO:0016303
222950,NYAP1,PI3K,GO:0016303
23533,PIK3R5,PI3K,GO:0016303
59338,PLEKHA1,PI3K,GO:0016303
57624,NYAP2,PI3K,GO:0016303
22930,RAB3GAP1,Ras,GO:0005099
3996,LLGL1,Ras,GO:0005099
4943,TBC1D25,Ras,GO:0005099
26000,TBC1D10B,Ras,GO:0005099
9910,RABGAP1L,Ras,GO:0005099
64786,TBC1D15,Ras,GO:0005099
9712,USP6NL,Ras,GO:0005099
55357,TBC1D2,Ras,GO:0005099
10435,CDC42EP2,Ras,GO:0005099
395,ARHGAP6,Ras,GO:0005099
7070,THY1,Ras,GO:0005099
3725,JUN,Ras,GO:0005099
23779,ARHGAP8,Ras,GO:0005099
393,ARHGAP4,Ras,GO:0005099
6654,SOS1,Ras,GO:0005099
392,ARHGAP1,Ras,GO:0005099
394,ARHGAP5,Ras,GO:0005099
4650,MYO9B,Ras,GO:0005099
9411,ARHGAP29,Ras,GO:0005099
84144,SYDE2,Ras,GO:0005099
55160,ARHGEF10L,Ras,GO:0005099
85360,SYDE1,Ras,GO:0005099
57580,PREX1,Ras,GO:0005099
64411,ARAP3,Ras,GO:0005099
116985,ARAP1,Ras,GO:0005099
10395,DLC1,Ras,GO:0005099
2909,ARHGAP35,Ras,GO:0005099
51291,GMIP,Ras,GO:0005099
54206,ERRFI1,Ras,GO:0005099
23092,ARHGAP26,Ras,GO:0005099
23380,SRGAP2,Ras,GO:0005099
3071,NCKAP1L,Ras,GO:0005099
4952,OCRL,Ras,GO:0005099
85021,RALBP1,Ras,GO:0005099
55843,ARHGAP15,Ras,GO:0005099
201176,ARHGAP27,Ras,GO:0005099
80243,PREX2,Ras,GO:0005099
9732,DOCK4,Ras,GO:0005099
57186,RALGAPA2,Ras,GO:0005099
253959,RALGAPA1,Ras,GO:0005099
57148,RALGAPB,Ras,GO:0005099
10156,RASA4,Ras,GO:0005099
8437,RASAL1,Ras,GO:0005099
7481,WNT11,Ras,GO:0005099
216,ALDH1A1,Ras,GO:0005099
8831,RASA1,Ras,GO:0005099
4763,NF1,Ras,GO:0005099
3357,HTR2B,Ras,GO:0005099
22821,RASA3,Ras,GO:0005099
5922,RASA2,Ras,GO:0005099
153090,DAB2IP,Ras,GO:0005099
64926,RASAL3,Ras,GO:0005099
9462,RASAL2,Ras,GO:0005099
5909,RAP1GAP,Ras,GO:0005099
25780,RASGRP3,Ras,GO:0005099
6494,SIPA1,Ras,GO:0005099
9693,RAPGEF2,Ras,GO:0005099
3717,JAK2,JAK-STAT,GO:0007259
1950,EGF,JAK-STAT,GO:0007259
2149,F2R,JAK-STAT,GO:0007259
3718,JAK3,JAK-STAT,GO:0007259
8209,HES1,JAK-STAT,GO:0007259
10603,SH2B2,JAK-STAT,GO:0007259
8835,SOCS2,JAK-STAT,GO:0007259
84444,DOT1L,JAK-STAT,GO:0007259
128869,PIGU,JAK-STAT,GO:0007259
189,AGT,JAK-STAT,GO:0007259
2688,GH1,JAK-STAT,GO:0007259
6352,CCL5,JAK-STAT,GO:0007259
3593,IL12B,JAK-STAT,GO:0007259
149233,IL23R,JAK-STAT,GO:0007259
51561,IL23A,JAK-STAT,GO:0007259
9021,SOCS3,JAK-STAT,GO:0007259
9306,SOCS6,JAK-STAT,GO:0007259
8651,SOCS1,JAK-STAT,GO:0007259
8554,PIAS1,JAK-STAT,GO:0007259
10617,STAMBP,JAK-STAT,GO:0007259
2690,GHR,JAK-STAT,GO:0007259
6347,CCL2,JAK-STAT,GO:0007259
3454,IFNAR1,JAK-STAT,GO:0007259
2261,FGFR3,JAK-STAT,GO:0007259
6774,STAT3,JAK-STAT,GO:0007259
729230,CCR2,JAK-STAT,GO:0007259
6772,STAT1,JAK-STAT,GO:0007259
6776,STAT5A,JAK-STAT,GO:0007259
3455,IFNAR2,JAK-STAT,GO:0007259
6777,STAT5B,JAK-STAT,GO:0007259
6773,STAT2,JAK-STAT,GO:0007259
5310,PKD1,JAK-STAT,GO:0007259
9111,NMI,JAK-STAT,GO:0007259
25865,PKD2,JAK-STAT,GO:0007259
6775,STAT4,JAK-STAT,GO:0007259
9646,CTR9,JAK-STAT,GO:0007259
133396,IL31RA,JAK-STAT,GO:0007259
23529,CLCF1,JAK-STAT,GO:0007259
2241,FER,JAK-STAT,GO:0007259
5753,PTK6,JAK-STAT,GO:0007259
3569,IL6,JAK-STAT,GO:0007259
2066,ERBB4,JAK-STAT,GO:0007259
5771,PTPN2,JAK-STAT,GO:0007259
4771,NF2,JAK-STAT,GO:0007259
5617,PRL,JAK-STAT,GO:0007259
3815,KIT,JAK-STAT,GO:0007259
4851,NOTCH1,JAK-STAT,GO:0007259
388585,HES5,JAK-STAT,GO:0007259
282618,IFNL1,JAK-STAT,GO:0007259
51379,CRLF3,JAK-STAT,GO:0007259
55801,IL26,JAK-STAT,GO:0007259
4067,LYN,JAK-STAT,GO:0007259
3059,HCLS1,JAK-STAT,GO:0007259
2322,FLT3,JAK-STAT,GO:0007259
3592,IL12A,JAK-STAT,GO:0007259
3458,IFNG,JAK-STAT,GO:0007259
3976,LIF,JAK-STAT,GO:0007259
7132,TNFRSF1A,JAK-STAT,GO:0007259
958,CD40,JAK-STAT,GO:0007259
3572,IL6ST,JAK-STAT,GO:0007259
59067,IL21,JAK-STAT,GO:0007259
2689,GH2,JAK-STAT,GO:0007259
1442,CSH1,JAK-STAT,GO:0007259
5618,PRLR,JAK-STAT,GO:0007259
5770,PTPN1,JAK-STAT,GO:0007259
5595,MAPK3,JAK-STAT,GO:0007259
5594,MAPK1,JAK-STAT,GO:0007259
5777,PTPN6,JAK-STAT,GO:0007259
3667,IRS1,JAK-STAT,GO:0007259
6868,ADAM17,JAK-STAT,GO:0007259
1154,CISH,JAK-STAT,GO:0007259
8660,IRS2,JAK-STAT,GO:0007259
3570,IL6R,JAK-STAT,GO:0007259
9146,HGS,JAK-STAT,GO:0007259
54741,LEPROT,JAK-STAT,GO:0007259
857,CAV1,JAK-STAT,GO:0007259
5518,PPP2R1A,JAK-STAT,GO:0007259
5515,PPP2CA,JAK-STAT,GO:0007259
116379,IL22RA2,JAK-STAT,GO:0007259
8288,EPO,JAK-STAT,GO:0007259
1437,CSF2,JAK-STAT,GO:0007259
3479,IGF1,JAK-STAT,GO:0007259
3562,IL3,JAK-STAT,GO:0007259
3558,IL2,JAK-STAT,GO:0007259
9244,CRLF1,JAK-STAT,GO:0007259
3440,IFNA2,JAK-STAT,GO:0007259
1436,CSF1R,JAK-STAT,GO:0007259
1270,CNTF,JAK-STAT,GO:0007259
50604,IL20,JAK-STAT,GO:0007259
23568,ARL2BP,JAK-STAT,GO:0007259
7046,TGFBR1,TGFb,GO:0007179
94,ACVRL1,TGFb,GO:0007179
2022,ENG,TGFb,GO:0007179
7048,TGFBR2,TGFb,GO:0007179
2280,FKBP1A,TGFb,GO:0007179
7049,TGFBR3,TGFb,GO:0007179
4052,LTBP1,TGFb,GO:0007179
8425,LTBP4,TGFb,GO:0007179
3398,ID2,Transcriptional Regulation,GO:0006355
3190,HNRNPK,Transcriptional Regulation,GO:0006355
5465,PPARA,Transcriptional Regulation,GO:0006355
9400,RECQL5,Transcriptional Regulation,GO:0006355
55837,EAPP,Transcriptional Regulation,GO:0006355
3491,CYR61,Transcriptional Regulation,GO:0006355
652,BMP4,Transcriptional Regulation,GO:0006355
2022,ENG,Transcriptional Regulation,GO:0006355
6664,SOX11,Transcriptional Regulation,GO:0006355
94,ACVRL1,Transcriptional Regulation,GO:0006355
4851,NOTCH1,Transcriptional Regulation,GO:0006355
3516,RBPJ,Transcriptional Regulation,GO:0006355
4089,SMAD4,Transcriptional Regulation,GO:0006355
659,BMPR2,Transcriptional Regulation,GO:0006355
4087,SMAD2,Transcriptional Regulation,GO:0006355
2297,FOXD1,Transcriptional Regulation,GO:0006355
23090,ZNF423,Transcriptional Regulation,GO:0006355
388585,HES5,Transcriptional Regulation,GO:0006355
23213,SULF1,Transcriptional Regulation,GO:0006355
79176,FBXL15,Transcriptional Regulation,GO:0006355
23739,CER1,Transcriptional Regulation,GO:0006355
2200,FBN1,Transcriptional Regulation,GO:0006355
4681,NBL1,Transcriptional Regulation,GO:0006355
730249,IRG1,Transcriptional Regulation,GO:0006355
9447,AIM2,Transcriptional Regulation,GO:0006355
10572,SIVA1,Transcriptional Regulation,GO:0006355
3656,IRAK2,Transcriptional Regulation,GO:0006355
9314,KLF4,Transcriptional Regulation,GO:0006355
5716,PSMD10,Transcriptional Regulation,GO:0006355
23376,UFL1,Transcriptional Regulation,GO:0006355
4591,TRIM37,Transcriptional Regulation,GO:0006355
655,BMP7,Transcriptional Regulation,GO:0006355
6737,TRIM21,Transcriptional Regulation,GO:0006355
7128,TNFAIP3,Transcriptional Regulation,GO:0006355
6188,RPS3,Transcriptional Regulation,GO:0006355
4792,NFKBIA,Transcriptional Regulation,GO:0006355
409,ARRB2,Transcriptional Regulation,GO:0006355
1029,CDKN2A,Transcriptional Regulation,GO:0006355
408,ARRB1,Transcriptional Regulation,GO:0006355
23549,DAP,Transcriptional Regulation,GO:0006355
3654,IRAK1,Transcriptional Regulation,GO:0006355
3275,PRMT2,Transcriptional Regulation,GO:0006355
91662,NLRP12,Transcriptional Regulation,GO:0006355
7187,TRAF3,Transcriptional Regulation,GO:0006355
5607,MAP2K5,Transcriptional Regulation,GO:0006355
5740,PTGIS,Transcriptional Regulation,GO:0006355
80149,ZC3H12A,Transcriptional Regulation,GO:0006355
153090,DAB2IP,Transcriptional Regulation,GO:0006355
197358,NLRC3,Transcriptional Regulation,GO:0006355
170622,COMMD6,Transcriptional Regulation,GO:0006355
8887,TAX1BP1,Transcriptional Regulation,GO:0006355
149951,COMMD7,Transcriptional Regulation,GO:0006355
84166,NLRC5,Transcriptional Regulation,GO:0006355
150684,COMMD1,Transcriptional Regulation,GO:0006355
79918,SETD6,Transcriptional Regulation,GO:0006355
171392,ZNF675,Transcriptional Regulation,GO:0006355
58509,CACTIN,Transcriptional Regulation,GO:0006355
260434,PYDC1,Transcriptional Regulation,GO:0006355
2302,FOXJ1,Transcriptional Regulation,GO:0006355
7874,USP7,Transcriptional Regulation,GO:0006355
90268,FAM105B,Transcriptional Regulation,GO:0006355
23411,SIRT1,Transcriptional Regulation,GO:0006355
9093,DNAJA3,Transcriptional Regulation,GO:0006355
83737,ITCH,Transcriptional Regulation,GO:0006355
114548,NLRP3,Transcriptional Regulation,GO:0006355
26973,CHP1,Transcriptional Regulation,GO:0006355
2672,GFI1,Transcriptional Regulation,GO:0006355
1240,CMKLR1,Transcriptional Regulation,GO:0006355
56849,TCEAL7,Transcriptional Regulation,GO:0006355
10616,RBCK1,Transcriptional Regulation,GO:0006355
50943,FOXP3,Transcriptional Regulation,GO:0006355
84312,BRMS1,Transcriptional Regulation,GO:0006355
1540,CYLD,Transcriptional Regulation,GO:0006355
54106,TLR9,Transcriptional Regulation,GO:0006355
4795,NFKBIL1,Transcriptional Regulation,GO:0006355
29108,PYCARD,Transcriptional Regulation,GO:0006355
11213,IRAK3,Transcriptional Regulation,GO:0006355
55729,ATF7IP,Transcriptional Regulation,GO:0006355
650,BMP2,Transcriptional Regulation,GO:0006355
658,BMPR1B,Transcriptional Regulation,GO:0006355
8287,USP9Y,Transcriptional Regulation,GO:0006355
4092,SMAD7,Transcriptional Regulation,GO:0006355
4093,SMAD9,Transcriptional Regulation,GO:0006355
4091,SMAD6,Transcriptional Regulation,GO:0006355
27302,BMP10,Transcriptional Regulation,GO:0006355
6497,SKI,Transcriptional Regulation,GO:0006355
654,BMP6,Transcriptional Regulation,GO:0006355
92,ACVR2A,Transcriptional Regulation,GO:0006355
5595,MAPK3,Transcriptional Regulation,GO:0006355
657,BMPR1A,Transcriptional Regulation,GO:0006355
7321,UBE2D1,Transcriptional Regulation,GO:0006355
1749,DLX5,Transcriptional Regulation,GO:0006355
7323,UBE2D3,Transcriptional Regulation,GO:0006355
7049,TGFBR3,Transcriptional Regulation,GO:0006355
90,ACVR1,Transcriptional Regulation,GO:0006355
11167,FSTL1,Transcriptional Regulation,GO:0006355
9241,NOG,Transcriptional Regulation,GO:0006355
93,ACVR2B,Transcriptional Regulation,GO:0006355
860,RUNX2,Transcriptional Regulation,GO:0006355
4086,SMAD1,Transcriptional Regulation,GO:0006355
392255,GDF6,Transcriptional Regulation,GO:0006355
285704,RGMB,Transcriptional Regulation,GO:0006355
100129885,SCXA,Transcriptional Regulation,GO:0006355
9765,ZFYVE16,Transcriptional Regulation,GO:0006355
151449,GDF7,Transcriptional Regulation,GO:0006355
8239,USP9X,Transcriptional Regulation,GO:0006355
4090,SMAD5,Transcriptional Regulation,GO:0006355
91851,CHRDL1,Transcriptional Regulation,GO:0006355
64388,GREM2,Transcriptional Regulation,GO:0006355
64750,SMURF2,Transcriptional Regulation,GO:0006355
57154,SMURF1,Transcriptional Regulation,GO:0006355
55273,TMEM100,Transcriptional Regulation,GO:0006355
51176,LEF1,Transcriptional Regulation,GO:0006355
2658,GDF2,Transcriptional Regulation,GO:0006355
9958,USP15,Transcriptional Regulation,GO:0006355
3170,FOXA2,Transcriptional Regulation,GO:0006355
22933,SIRT2,Transcriptional Regulation,GO:0006355
27336,HTATSF1,Transcriptional Regulation,GO:0006355
10102,TSFM,Transcriptional Regulation,GO:0006355
2074,ERCC6,Transcriptional Regulation,GO:0006355
6919,TCEA2,Transcriptional Regulation,GO:0006355
284695,ZNF326,Transcriptional Regulation,GO:0006355
9079,LDB1,Transcriptional Regulation,GO:0006355
51224,TCEB3B,Transcriptional Regulation,GO:0006355
9984,THOC1,Transcriptional Regulation,GO:0006355
9611,NCOR1,Transcriptional Regulation,GO:0006355
2623,GATA1,Transcriptional Regulation,GO:0006355
161882,ZFPM1,Transcriptional Regulation,GO:0006355
5253,PHF2,Transcriptional Regulation,GO:0006355
23133,PHF8,Transcriptional Regulation,GO:0006355
7026,NR2F2,Transcriptional Regulation,GO:0006355
5629,PROX1,Transcriptional Regulation,GO:0006355
2064,ERBB2,Transcriptional Regulation,GO:0006355
374,AR,Transcriptional Regulation,GO:0006355
2475,MTOR,Transcriptional Regulation,GO:0006355
1050,CEBPA,Transcriptional Regulation,GO:0006355
57521,RPTOR,Transcriptional Regulation,GO:0006355
57680,CHD8,Transcriptional Regulation,GO:0006355
7428,VHL,Transcriptional Regulation,GO:0006355
10370,CITED2,Transcriptional Regulation,GO:0006355
55662,HIF1AN,Transcriptional Regulation,GO:0006355
4838,NODAL,Transcriptional Regulation,GO:0006355
340069,FAM170A,Transcriptional Regulation,GO:0006355
322,APBB1,Transcriptional Regulation,GO:0006355
3038,HAS3,Transcriptional Regulation,GO:0006355
5715,PSMD9,Transcriptional Regulation,GO:0006355
6874,TAF4,Transcriptional Regulation,GO:0006355
2304,FOXE1,Transcriptional Regulation,GO:0006355
2494,NR5A2,Transcriptional Regulation,GO:0006355
7476,WNT7A,Transcriptional Regulation,GO:0006355
8289,ARID1A,Transcriptional Regulation,GO:0006355
8215,DVL1,Transcriptional Regulation,GO:0006355
1856,DVL2,Transcriptional Regulation,GO:0006355
2660,MSTN,Transcriptional Regulation,GO:0006355
3664,IRF6,Transcriptional Regulation,GO:0006355
3551,IKBKB,Transcriptional Regulation,GO:0006355
80184,CEP290,Transcriptional Regulation,GO:0006355
9826,ARHGEF11,Transcriptional Regulation,GO:0006355
8312,AXIN1,Transcriptional Regulation,GO:0006355
7161,TP73,Transcriptional Regulation,GO:0006355
27324,TOX3,Transcriptional Regulation,GO:0006355
2255,FGF10,Transcriptional Regulation,GO:0006355
7041,TGFB1I1,Transcriptional Regulation,GO:0006355
23300,ATMIN,Transcriptional Regulation,GO:0006355
6899,TBX1,Transcriptional Regulation,GO:0006355
2309,FOXO3,Transcriptional Regulation,GO:0006355
148327,CREB3,Transcriptional Regulation,GO:0006355
326,AIRE,Transcriptional Regulation,GO:0006355
9282,MED14,Transcriptional Regulation,GO:0006355
7547,ZIC3,Transcriptional Regulation,GO:0006355
1389,CREBL2,Transcriptional Regulation,GO:0006355
8721,EDF1,Transcriptional Regulation,GO:0006355
6907,TBL1X,Transcriptional Regulation,GO:0006355
4286,MITF,Transcriptional Regulation,GO:0006355
8324,FZD7,Transcriptional Regulation,GO:0006355
23066,CAND2,Transcriptional Regulation,GO:0006355
26039,SS18L1,Transcriptional Regulation,GO:0006355
4041,LRP5,Transcriptional Regulation,GO:0006355
5309,PITX3,Transcriptional Regulation,GO:0006355
9862,MED24,Transcriptional Regulation,GO:0006355
8856,NR1I2,Transcriptional Regulation,GO:0006355
8464,SUPT3H,Transcriptional Regulation,GO:0006355
10474,TADA3,Transcriptional Regulation,GO:0006355
4040,LRP6,Transcriptional Regulation,GO:0006355
8928,FOXH1,Transcriptional Regulation,GO:0006355
8554,PIAS1,Transcriptional Regulation,GO:0006355
9063,PIAS2,Transcriptional Regulation,GO:0006355
23541,SEC14L2,Transcriptional Regulation,GO:0006355
10626,TRIM16,Transcriptional Regulation,GO:0006355
7546,ZIC2,Transcriptional Regulation,GO:0006355
8089,YEATS4,Transcriptional Regulation,GO:0006355
4772,NFATC1,Transcriptional Regulation,GO:0006355
6615,SNAI1,Transcriptional Regulation,GO:0006355
8320,EOMES,Transcriptional Regulation,GO:0006355
8915,BCL10,Transcriptional Regulation,GO:0006355
7481,WNT11,Transcriptional Regulation,GO:0006355
11200,CHEK2,Transcriptional Regulation,GO:0006355
189,AGT,Transcriptional Regulation,GO:0006355
2353,FOS,Transcriptional Regulation,GO:0006355
4609,MYC,Transcriptional Regulation,GO:0006355
5155,PDGFB,Transcriptional Regulation,GO:0006355
1950,EGF,Transcriptional Regulation,GO:0006355
7040,TGFB1,Transcriptional Regulation,GO:0006355
7124,TNF,Transcriptional Regulation,GO:0006355
3553,IL1B,Transcriptional Regulation,GO:0006355
8288,EPO,Transcriptional Regulation,GO:0006355
1277,COL1A1,Transcriptional Regulation,GO:0006355
7471,WNT1,Transcriptional Regulation,GO:0006355
7157,TP53,Transcriptional Regulation,GO:0006355
3479,IGF1,Transcriptional Regulation,GO:0006355
3565,IL4,Transcriptional Regulation,GO:0006355
3569,IL6,Transcriptional Regulation,GO:0006355
3725,JUN,Transcriptional Regulation,GO:0006355
7020,TFAP2A,Transcriptional Regulation,GO:0006355
5925,RB1,Transcriptional Regulation,GO:0006355
5979,RET,Transcriptional Regulation,GO:0006355
199699,SP1,Transcriptional Regulation,GO:0006355
2735,GLI1,Transcriptional Regulation,GO:0006355
3624,INHBA,Transcriptional Regulation,GO:0006355
2258,FGF2,Transcriptional Regulation,GO:0006355
2736,GLI2,Transcriptional Regulation,GO:0006355
2737,GLI3,Transcriptional Regulation,GO:0006355
4602,MYB,Transcriptional Regulation,GO:0006355
4603,MYBL1,Transcriptional Regulation,GO:0006355
5914,RARA,Transcriptional Regulation,GO:0006355
7043,TGFB3,Transcriptional Regulation,GO:0006355
3659,IRF1,Transcriptional Regulation,GO:0006355
1959,EGR2,Transcriptional Regulation,GO:0006355
51343,CDH1,Transcriptional Regulation,GO:0006355
2547,XRCC6,Transcriptional Regulation,GO:0006355
4066,LYL1,Transcriptional Regulation,GO:0006355
2113,ETS1,Transcriptional Regulation,GO:0006355
2114,ETS2,Transcriptional Regulation,GO:0006355
6934,TCF4,Transcriptional Regulation,GO:0006355
83439,TCF3,Transcriptional Regulation,GO:0006355
1385,CREB1,Transcriptional Regulation,GO:0006355
5532,PPP3CB,Transcriptional Regulation,GO:0006355
3159,HMGA1,Transcriptional Regulation,GO:0006355
6886,TAL1,Transcriptional Regulation,GO:0006355
6688,SPI1,Transcriptional Regulation,GO:0006355
2068,ERCC2,Transcriptional Regulation,GO:0006355
1958,EGR1,Transcriptional Regulation,GO:0006355
468,ATF4,Transcriptional Regulation,GO:0006355
131096,ELK1,Transcriptional Regulation,GO:0006355
7490,WT1,Transcriptional Regulation,GO:0006355
4790,NFKB1,Transcriptional Regulation,GO:0006355
5455,POU3F3,Transcriptional Regulation,GO:0006355
9572,NR1D1,Transcriptional Regulation,GO:0006355
602,BCL3,Transcriptional Regulation,GO:0006355
825,CAPN3,Transcriptional Regulation,GO:0006355
6927,HNF1A,Transcriptional Regulation,GO:0006355
7784,ZP3,Transcriptional Regulation,GO:0006355
3586,IL10,Transcriptional Regulation,GO:0006355
6672,SP100,Transcriptional Regulation,GO:0006355
5077,PAX3,Transcriptional Regulation,GO:0006355
2625,GATA3,Transcriptional Regulation,GO:0006355
